load,method,snapshot,class,admitted_traffic,demand,fulfill_ratio,oracle_admitted_traffic,norm_fulfill,raw_mlu,oracle_mlu,normalized_mlu,disabled_flow,admitted_capacity_ratio
2x,Hattrick,437,Medium,21.623395919799805,29.40087890625,0.7354676723480225,22.13925552368164,0.9766993522644043,1.0000001192092896,2.006168842315674,0.49846258759498596,0.0,1.0000001192092896
2x,Hattrick,438,Medium,21.026573181152344,28.379138946533203,0.7409165501594543,21.314760208129883,0.9864794611930847,1.0000001192092896,1.9619877338409424,0.5096872448921204,0.0,1.0000001192092896
2x,Hattrick,439,Medium,21.10846710205078,28.721601486206055,0.7349334955215454,21.30136489868164,0.9909443259239197,1.0,2.04508113861084,0.48897814750671387,0.0,1.0
2x,Hattrick,440,Medium,21.343219757080078,28.806852340698242,0.7409077286720276,21.593177795410156,0.9884242415428162,1.0,2.176926374435425,0.45936325192451477,0.0,1.0
2x,Hattrick,441,Medium,21.974227905273438,29.499439239501953,0.7449032664299011,22.305706024169922,0.9851393103599548,1.0000001192092896,2.323134660720825,0.43045294284820557,0.0,1.0000001192092896
2x,Hattrick,442,Medium,23.528270721435547,32.53779983520508,0.723105788230896,24.370071411132812,0.9654576182365417,1.0000001192092896,2.6989433765411377,0.3705154061317444,0.0,1.0000001192092896
2x,Hattrick,443,Medium,23.496828079223633,32.11758041381836,0.7315877676010132,23.773101806640625,0.9883787035942078,1.000000238418579,2.931173801422119,0.3411603271961212,0.0,1.000000238418579
2x,Hattrick,444,Medium,23.624366760253906,32.61119079589844,0.7244251370429993,23.908206939697266,0.9881279468536377,1.0000001192092896,3.0103931427001953,0.33218255639076233,0.0,1.0000001192092896
2x,Hattrick,445,Medium,24.314119338989258,34.435882568359375,0.70606929063797,24.526912689208984,0.9913240671157837,1.000000238418579,3.260941743850708,0.3066599667072296,0.0,1.000000238418579
2x,Hattrick,446,Medium,25.704132080078125,37.233638763427734,0.6903470158576965,26.31705093383789,0.9767102003097534,1.0,3.145914316177368,0.3178726136684418,0.0,1.0
2x,Hattrick,447,Medium,25.374650955200195,38.920711517333984,0.6519575119018555,26.14206314086914,0.9706445336341858,1.0000001192092896,3.3759002685546875,0.29621732234954834,0.0,1.0000001192092896
2x,Hattrick,448,Medium,25.343414306640625,40.898521423339844,0.619665801525116,26.141796112060547,0.969459593296051,1.0,3.4541797637939453,0.2895043194293976,0.0,1.0
2x,Hattrick,449,Medium,26.782718658447266,43.87458801269531,0.6104380488395691,28.101032257080078,0.9530866742134094,1.0000001192092896,3.4600605964660645,0.2890123128890991,0.0,1.0000001192092896
